# Title:    JWST measured thermal background for observation planning: MIRI MRS
# Author:   Kate Rowlands (krowlands@stsci.edu) and Marshall Perrin (mperrin@stsci.edu)
# Date:     2026 May 07
# Version:  6.0
# Format:   comma separated variables (csv)
# Pedigree: This is a model thermal background for JWST derived from an ensemblee of in-flight
# background measurements. See Technical Reports by Rowlands and Cracraft for data and methods:
#    Rowlands et al. 2025   JWST-STScI-008978  "Monitoring the MIRI MRS Backgrounds"   
#    https://www.stsci.edu/files/live/sites/www/files/home/jwst/documentation/technical-documents/_documents/JWST-STScI-008978.pdf
#    Cracraft et al. 2025   JWST-STScI-008928  "Monitoring MIRI Imager Backgrounds"
#    https://www.stsci.edu/files/live/sites/www/files/home/jwst/documentation/technical-documents/_documents/JWST-STScI-008928.pdf
# The values here were obtained based on those methods iterated in May 2026 for the ensemble of data available then. 

# Measured background levels were obtained for each MIRI imager filter and various MRS wavelengths,
# for many datasets.  The estimated non-thermal background components (zodi, galaxy, stray light)
# were subtracted based on the JBT models.  This resulted in a set of estimated thermal background
# levels for Imager and MRS.  Splines were used to fit and scale the prior model curve
# thermal_curve_jwst_jrigby_4.0.csv to pass through the measured background levels at > 15 microns.
# This was done separately for the MIRI Imager and MRS measurements to accomodate their distinct
# background levels. 
# Columns: wavelength (micron) and equivalent sky radiance (MJy/SR)
# wave, thermal_flux
18.4,76.92380391897922
18.5,80.01191887695147
18.6,83.21303763175916
18.7,86.52687415741227
18.8,89.96983615886283
18.9,93.49964268190904
19.0,97.19969768095153
19.1,100.98564249639541
19.2,104.85685280815757
19.3,108.89682997123234
19.4,113.1050870531586
19.5,117.48109242911835
19.6,121.93994724332101
19.7,126.48090760018233
19.8,131.27207583649377
19.9,136.22849747380997
20.0,141.26504914041175
20.1,146.4655284365634
20.2,151.9138547990787
20.3,157.4403617964383
20.4,163.1289717485344
20.5,169.0636853203074
20.6,175.1593850054012
20.7,181.41553589011198
20.8,187.83163406975092
20.9,194.49177046786778
21.0,201.310921968679
21.1,208.37332521423926
21.2,215.59460242276123
21.3,223.05956415314378
21.4,230.76846905886774
21.5,238.6371265680526
21.6,246.75027841018448
21.7,255.10816363180456
21.8,263.7110101503451
21.9,272.559034449268
22.0,281.65244158443863
22.1,291.0756974869594
22.2,300.66041127519674
22.3,310.575270166581
22.4,320.7361658161754
22.5,331.1432533663688
22.6,341.88080422032033
22.7,352.9488721517315
22.8,364.2634396703871
22.9,375.82463690738723
23.0,387.8006133609428
23.1,400.02335811483795
23.2,412.66090980097147
23.3,425.5453635502026
23.4,438.84465422381504
23.5,452.390980505255
23.6,466.3521802001206
23.7,480.64439045559084
23.8,495.26765961533295
23.9,510.3058324231085
24.0,525.7588987237853
24.1,541.5431024080618
24.2,557.6585060595705
24.3,574.2726016968656
24.4,591.2179568377376
24.5,608.5783234125656
24.6,626.3537276575138
24.7,644.5442026350356
24.8,663.2334136859946
24.9,682.2541407779888
25.0,701.7736735769154
25.1,721.7084486318339
25.2,742.142099902784
25.3,762.9911103197861
25.4,784.3391019604899
25.5,806.1026019904405
25.6,828.4487355386884
25.7,850.8765308305393
25.8,874.1376480437411
25.9,898.2320405974529
26.0,922.324999201409
26.1,947.2514023806496
26.2,972.1767650054769
26.3,998.7701735273288
26.4,1024.5284734440875
26.5,1051.9548970259464
26.6,1079.3809755937975
26.7,1106.8070252296002
26.8,1135.9013486245242
26.9,1164.9959923753938
27.0,1194.0912860064313
27.1,1224.855160662484
27.2,1255.6201098823078
27.3,1287.2201713485074
27.4,1318.8218987274422
27.5,1352.0928392429046
27.6,1385.3659856416052
27.7,1418.6417146642127
27.8,1453.5873620256812
27.9,1488.5362208673205
28.0,1524.3221118607535
28.1,1560.9453646454062
28.2,1597.572961515961
28.3,1635.872041959493
28.4,1674.1762784322825
28.5,1713.319461941481
28.6,1752.468720571521
28.7,1793.2911703155326
28.8,1834.1206752664493
28.9,1875.7910765387735
29.0,1918.3029276663467
29.1,1961.6568142627254
29.2,2005.853355319
29.3,2050.8932046048226
29.4,2095.9436749726633
29.5,2141.838825377575
29.6,2188.5794126486853
29.7,2236.166235007736
29.8,2284.600134079251
29.9,2333.8819970544578
30.0,2384.012759020565
30.1,2434.1597891020006
30.2,2485.991309226159
30.3,2537.84112387002
30.4,2590.5439909205948
30.5,2644.934952341336
30.6,2699.3476669875
30.7,2754.6172507649053
30.8,2810.745116837462
30.9,2867.7327567933958
31.0,2925.581745547211
